Strasse vor 1882,Nummer vor 1882,Strasse,Nummer,Scan,ID,Status
Bundesgasse,223,Bundesgasse,14,3012657,384,OK
Bundesgasse,224a,Bundesgasse,12,3012657,385,Unbekannte Hausnummer
Bundesgasse,224b,Bundesgasse,12a,3012657,386,Unbekannte Hausnummer
Bundesgasse,225,Bundesgasse,10,3012657,387,Unbekannte Hausnummer
Bundesgasse,226,Bundesgasse,8,3012657,388,OK
Bundesgasse,227,Bundesgasse,6,3012657,389,OK
Bundesgasse,228,Bundesgasse,4,3012657,390,Unbekannte Hausnummer
Bundesgasse,229,Bundesgasse,1,3012657,391,OK
Bundesgasse,229,Bundesgasse,1a,3012657,392,OK
Bundesgasse,229,Bundesgasse,1b,3012657,393,OK
Bundesgasse,230,Bundesgasse,3,3012657,394,OK
Gurtengasse,231,Gurtengasse,6,3012657,395,OK
Gurtengasse,232,Gurtengasse,4,3012657,396,OK
Schauplatzgasse,233,Schauplatzgasse,35,3012657,397,Unbekannte Hausnummer
Schauplatzgasse,233,Gurtengasse,2,3012657,398,OK
Schauplatzgasse,234,Schauplatzgasse,37,3012657,399,OK
Schauplatzgasse,235,Schauplatzgasse,39,3012657,400,OK
Schauplatzgasse,235,Christoffelgasse,1,3012657,401,OK
Christoffelgasse,235b,Christoffelgasse,3,3012657,402,OK
Christoffelgasse,235c,Christoffelgasse,5,3012657,403,OK
Christoffelgasse,235d,Christoffelgasse,7,3012657,404,OK
Bundesgasse,236a,Bundesgasse,20,3012657,405,OK
Bundesgasse,236a,Christoffelgasse,9,3012657,406,Unbekannte Hausnummer
Bundesgasse,236b,Bundesgasse,18,3012657,407,OK
Bundesgasse,236c,Bundesgasse,16,3012657,408,OK
Bärenplatz,240,Bärenplatz,8,3012657,409,OK
Bärenplatz,240,Schauplatzgasse,1,3012657,410,OK
Bärenplatz,240,Bundesgasse,2,3012657,411,Unbekannte Hausnummer
Bärenplatz,241,Bärenplatz,6,3012657,412,OK
Bärenplatz,241,Schauplatzgasse,2,3012657,413,Unbekannte Hausnummer
Bärenplatz,242,Bärenplatz,4,3012657,414,OK
Waisenhausplatz,243,Waisenhausplatz,2,3012657,415,Unbekannte Hausnummer
Waisenhausplatz,243,Spitalgasse,2,3012657,416,OK
Waisenhausplatz,244,Waisenhausplatz,4,3012657,417,Unbekannte Hausnummer
Waisenhausplatz,245,Waisenhausplatz,6,3012657,418,OK
Waisenhausplatz,246,Waisenhausplatz,12,3012657,419,Unbekannte Hausnummer
Waisenhausplatz,247,Waisenhausplatz,14,3012657,420,OK
Waisenhausplatz,248,Waisenhausplatz,16,3012657,421,Unbekannte Hausnummer
Waisenhausplatz,249a,Waisenhausplatz,18,3012657,422,Unbekannte Hausnummer
Waisenhausplatz,249b,Waisenhausplatz,18,3012657,423,Unbekannte Hausnummer
Waisenhausplatz,250,Waisenhausplatz,20,3012657,424,Unbekannte Hausnummer
Waisenhausplatz,251,Waisenhausplatz,22,3012657,425,OK
Waisenhausplatz,252,Waisenhausplatz,22,3012657,426,OK
Waisenhausplatz,253,Waisenhausplatz,24,3012657,427,Unbekannte Hausnummer
Waisenhausplatz,253,Aarbergergasse,1,3012657,428,OK
Waisenhausplatz,254,Langmauerweg,110,3012657,429,OK
Waisenhausplatz,254,Langmauerweg,110a,3012657,430,OK
Waisenhausplatz,254,Langmauerweg,110b,3012657,430,Unbekannte Hausnummer
Waisenhausplatz,254,Langmauerweg,110c,3012657,430,OK
Waisenhausplatz,254,Langmauerweg,110d,3012657,430,OK
Waisenhausplatz,254,Langmauerweg,110e,3012657,430,OK
Waisenhausplatz,255a,Waisenhausplatz,32,3012658,431,OK
Waisenhausplatz,255b,Waisenhausstrasse,6,3012658,432,Unbekannte Strasse
Waisenhausstrasse,255c,Waisenhausstrasse,22,3012658,433,Unbekannte Strasse
Waisenhausstrasse,255d,Waisenhausstrasse,18,3012658,434,Unbekannte Strasse
Waisenhausstrasse,255e,Waisenhausstrasse,12,3012658,435,Unbekannte Strasse
Waisenhausstrasse,255f,Waisenhausstrasse,20,3012658,436,Unbekannte Strasse
Waisenhausstrasse,256a,Waisenhausplatz,30,3012658,437,OK
Waisenhausstrasse,256b,Waisenhausplatz,30a,3012658,438,Unbekannte Hausnummer
Waisenhausstrasse,257a,Waisenhausstrasse,5,3012658,439,Unbekannte Strasse
Waisenhausstrasse,257a,Anatomiegasse,21,3012658,440,Unbekannte Strasse
Waisenhausstrasse,258b,Waisenhausstrasse,16,3012658,441,Unbekannte Strasse
Waisenhausstrasse,258a,Anatomiegasse,6,3012658,442,Unbekannte Strasse
Waisenhausstrasse,259,Anatomiegasse,4,3012658,443,Unbekannte Strasse
Waisenhausstrasse,260a,Aarbergergasse,68,3012658,444,Unbekannte Hausnummer
Waisenhausstrasse,260b,Äusseres Bollwerk,25,3012658,445,Unbekannte Strasse
Waisenhausstrasse,261,Äusseres Bollwerk,27,3012658,446,Unbekannte Strasse
Bollwerk,262,Aarbergergasse,61,3012658,447,OK
Bollwerk,263a,Aarbergergasse,63,3012658,448,OK
Bollwerk,263b,Aarbergergasse,65,3012658,449,Unbekannte Hausnummer
Bollwerk,263b,Äusseres Bollwerk,23,3012658,450,Unbekannte Strasse
Bollwerk,263c,Äusseres Bollwerk,21,3012658,451,Unbekannte Strasse
Bollwerk,264,Äusseres Bollwerk,19,3012658,452,Unbekannte Strasse
Bollwerk,265,Äusseres Bollwerk,17,3012658,453,Unbekannte Strasse
Bollwerk,266,Äusseres Bollwerk,15,3012658,454,Unbekannte Strasse
Bollwerk,267,Neuengasse,46,3012658,455,OK
Bollwerk,268,Neuengasse,44,3012658,456,OK
Bollwerk,268,Inneres Bollwerk,4,3012658,457,Unbekannte Strasse
Bollwerk,269a,Äusseres Bollwerk,12,3012658,458,Unbekannte Strasse
Bollwerk,269b,Äusseres Bollwerk,16,3012658,459,Unbekannte Strasse
Bollwerk,270,Äusseres Bollwerk,10,3012658,460,Unbekannte Strasse
Bollwerk,271a,Äusseres Bollwerk,8,3012658,461,Unbekannte Strasse
Bollwerk,271a,Äusseres Bollwerk,8a,3012658,462,Unbekannte Strasse
Bollwerk,271b,Äusseres Bollwerk,8c,3012658,463,Unbekannte Strasse
Bollwerk,271b,Äusseres Bollwerk,8d,3012658,464,Unbekannte Strasse
Bollwerk,271c,Äusseres Bollwerk,4,3012658,465,Unbekannte Strasse
Bollwerk,271c,Christoffelplatz,2,3012658,466,Unbekannte Strasse
Bollwerk,271d,Äusseres Bollwerk,6a,3012658,467,Unbekannte Strasse
Bollwerk,271e,Äusseres Bollwerk,6,3012658,468,Unbekannte Strasse
Bollwerk,271h,Äusseres Bollwerk,14,3012658,469,Unbekannte Strasse
Bollwerk,271g,Eilgutgasse,5,3012658,470,Unbekannte Strasse
Bollwerk,274a,Waisenhausstrasse,11,3012658,471,Unbekannte Strasse
Bollwerk,274b,Waisenhausstrasse,9,3012658,472,Unbekannte Strasse
Bollwerk,276a,Christoffelplatz,4,3012658,473,Unbekannte Strasse
Bollwerk,276b,Christoffelplatz,4a,3012658,474,Unbekannte Strasse
Bollwerk,276c,Eilgutgasse,3,3012658,475,Unbekannte Strasse
Bollwerk,277a,Christoffelplatz,4b,3012658,476,Unbekannte Strasse
Bollwerk,277b,Christoffelplatz,4c,3012658,477,Unbekannte Strasse
Bollwerk,277c,Christoffelplatz,4d,3012658,478,Unbekannte Strasse
Bollwerk,278,Christoffelplatz,6,3012658,479,Unbekannte Strasse
Bollwerk,279,Christoffelplatz,8,3012658,480,Unbekannte Strasse
Bollwerk,281,Spitalgasse,44,3012658,481,OK
Zeughausgasse,16b,Zeughausgasse,29,3012659,482,OK
Zeughausgasse,16c,Zeughausgasse,31,3012659,483,OK
Zeughausgasse,16d,Zeughausgasse,33,3012659,484,Unbekannte Hausnummer
Zeughausgasse,17,Zeughausgasse,35,3012659,485,OK
Zeughausgasse,18a,Zeughausgasse,37,3012659,486,OK
Zeughausgasse,18b,Zeughausgasse,39,3012659,487,OK
Zeughausgasse,19a,Zeughausgasse,41,3012659,488,OK
Käfichgässchen,19b,Zeughausgasse,43,3012659,489,Unbekannte Hausnummer
Käfichgässchen,19b,Waisenhausplatz,21,3012659,490,OK
Käfichgässchen,19c,Waaghausgasse,7,3012659,491,OK
Käfichgässchen,20a,Waaghausgasse,20,3012659,492,Unbekannte Hausnummer
Käfichgässchen,20a,Waisenhausplatz,19,3012659,493,OK
Käfichgässchen,20b,Waaghausgasse,18,3012659,494,OK
Käfichgässchen,20b,Waisenhausplatz,17,3012659,495,OK
Käfichgässchen,21,Waaghausgasse,16,3012659,496,OK
Käfichgässchen,21,Waisenhausplatz,15,3012659,497,OK
Käfichgässchen,22,Waaghausgasse,14,3012659,498,OK
Käfichgässchen,22,Waisenhausplatz,13,3012659,499,OK
Käfichgässchen,23,Waaghausgasse,12,3012659,500,Unbekannte Hausnummer
Käfichgässchen,23,Waisenhausplatz,11,3012659,501,Unbekannte Hausnummer
Käfichgässchen,24,Waaghausgasse,10,3012659,502,Unbekannte Hausnummer
Käfichgässchen,24,Waisenhausplatz,9,3012659,503,Unbekannte Hausnummer
Käfichgässchen,25,Waaghausgasse,8,3012659,504,Unbekannte Hausnummer
Käfichgässchen,25,Waisenhausplatz,7,3012659,505,Unbekannte Hausnummer
Käfichgässchen,26,Waaghausgasse,6,3012659,506,Unbekannte Hausnummer
Käfichgässchen,26,Waisenhausplatz,5,3012659,507,Unbekannte Hausnummer
Käfichgässchen,27,Waaghausgasse,4,3012659,508,OK
Käfichgässchen,27,Waisenhausplatz,3,3012659,509,OK
Käfichgässchen,28,Waaghausgasse,2,3012659,510,OK
Käfichgässchen,28,Waisenhausplatz,1,3012659,511,OK
Käfichgässchen,29,Marktgasse,67,3012659,512,OK
Marktgasse,30,Marktgasse,60,3012659,513,OK
Marktgasse,30,Waaghausgasse,1,3012659,514,OK
Marktgasse,31a,Marktgasse,58,3012659,515,OK
Marktgasse,31b,Marktgasse,58,3012659,515,OK
Marktgasse,31c,Marktgasse,58,3012659,515,OK
Marktgasse,31d,Marktgasse,58,3012659,515,OK
Marktgasse,31a,Waaghausgasse,3,3012659,516,OK
Marktgasse,31b,Waaghausgasse,3,3012659,516,OK
Marktgasse,31c,Waaghausgasse,3,3012659,516,OK
Marktgasse,31d,Waaghausgasse,3,3012659,516,OK
Marktgasse,32a,Marktgasse,56,3012659,517,OK
Marktgasse,32b,Marktgasse,56a,3012659,518,Unbekannte Hausnummer
Marktgasse,33a,Marktgasse,54,3012659,519,OK
Marktgasse,33b,Marktgasse,54,3012659,520,OK
Marktgasse,34a,Marktgasse,52,3012659,521,OK
Marktgasse,34b,Marktgasse,52a,3012659,522,Unbekannte Hausnummer
Marktgasse,35a,Marktgasse,50,3012659,523,OK
Marktgasse,35b,Marktgasse,50a,3012659,524,Unbekannte Hausnummer
Marktgasse,36,Marktgasse,48,3012659,525,Unbekannte Hausnummer
Marktgasse,37a,Marktgasse,48,3012659,526,Unbekannte Hausnummer
Marktgasse,38a,Marktgasse,46,3012659,527,OK
Marktgasse,38b,Marktgasse,46a,3012659,528,Unbekannte Hausnummer
Marktgasse,39a,Marktgasse,44,3012659,529,OK
Marktgasse,39b,Marktgasse,44a,3012659,530,Unbekannte Hausnummer
Marktgasse,40,Marktgasse,42,3012659,531,OK
Marktgasse,40,Marktgasse,42a,3012659,532,Unbekannte Hausnummer
Marktgasse,41a,Marktgasse,40,3012659,533,OK
Marktgasse,41b,Marktgasse,40a,3012659,534,Unbekannte Hausnummer
Marktgasse,42,Marktgasse,38,3012659,535,OK
Marktgasse,43,Marktgasse,36,3012659,536,OK
Marktgasse,44,Marktgasse,34,3012659,537,Unbekannte Hausnummer
Marktgasse,45,Marktgasse,32,3012659,538,OK
Marktgasse,46,Marktgasse,30,3012659,539,Unbekannte Hausnummer
Marktgasse,47,Marktgasse,28,3012659,540,OK
Marktgasse,48,Marktgasse,26,3012659,541,Unbekannte Hausnummer
Marktgasse,49a,Marktgasse,24,3012659,542,OK
Marktgasse,49b,Schützengässchen,4,3012659,543,Unbekannte Hausnummer
Marktgasse,49c,Schützengässchen,5,3012659,544,OK
Marktgasse,50a,Marktgasse,22,3012659,545,OK
Marktgasse,50b,Schützengässchen,3,3012659,546,OK
Marktgasse,51a,Marktgasse,20,3012659,547,OK
Marktgasse,51b,Marktgasse,20a,3012659,548,OK
Marktgasse,52a,Marktgasse,18,3012659,549,OK
Marktgasse,52b,Marktgasse,18a,3012659,550,OK
Marktgasse,53,Marktgasse,16,3012659,551,OK
Marktgasse,54,Marktgasse,14,3012659,552,OK
Marktgasse,55a,Marktgasse,12,3012659,553,Unbekannte Hausnummer
Marktgasse,56,Marktgasse,10,3012659,554,OK
Marktgasse,57,Marktgasse,8,3012659,555,Unbekannte Hausnummer
Marktgasse,58,Marktgasse,6,3012659,556,OK
Marktgasse,59,Marktgasse,6,3012659,557,OK
Marktgasse,60,Marktgasse,4,3012659,558,OK
Marktgasse,61,Marktgasse,2,3012659,559,Unbekannte Hausnummer
Marktgasse,62,Marktgasse,1,3012659,560,OK
Marktgasse,62,Theaterplatz,2,3012659,561,OK
Marktgasse,63,Marktgasse,3,3012659,562,OK
Marktgasse,64,Marktgasse,5,3012659,563,OK
Marktgasse,65,Marktgasse,7,3012659,564,OK
Marktgasse,66,Marktgasse,9,3012659,565,OK
Marktgasse,67,Marktgasse,11,3012659,566,OK
Marktgasse,68,Marktgasse,13,3012659,567,OK
Marktgasse,69,Marktgasse,15,3012659,568,OK
Marktgasse,70a,Marktgasse,17,3012659,569,OK
Marktgasse,70b,Amthausgasse,12,3012659,570,OK
Marktgasse,71,Marktgasse,19,3012659,571,OK
Marktgasse,72,Marktgasse,21,3012659,572,Unbekannte Hausnummer
Marktgasse,73,Marktgasse,23,3012659,573,Unbekannte Hausnummer
Marktgasse,74,Marktgasse,25,3012659,574,OK
Marktgasse,74,Amthausgässchen,3,3012659,575,OK
Marktgasse,75,Marktgasse,27,3012659,576,OK
Marktgasse,75,Amthausgässchen,1,3012659,577,Unbekannte Hausnummer
Marktgasse,76,Marktgasse,29,3012659,578,OK
Marktgasse,76,Amthausgässchen,2,3012659,579,OK
Marktgasse,77,Marktgasse,31,3012659,580,OK
Marktgasse,78,Marktgasse,33,3012659,581,Unbekannte Hausnummer
Marktgasse,79,Marktgasse,35,3012659,582,OK
Marktgasse,80,Marktgasse,37,3012659,583,OK
Marktgasse,81,Marktgasse,39,3012659,584,Unbekannte Hausnummer
Marktgasse,82,Marktgasse,41,3012659,585,Unbekannte Hausnummer
Marktgasse,83a,Marktgasse,43,3012659,586,Unbekannte Hausnummer
Marktgasse,83b,Marktgasse,43a,3012659,587,Unbekannte Hausnummer
Marktgasse,81,Marktgasse,45,3012659,588,OK
Marktgasse,85a,Marktgasse,47,3012659,589,Unbekannte Hausnummer
Marktgasse,85b,Marktgasse,47,3012659,590,Unbekannte Hausnummer
Marktgasse,86,Marktgasse,49,3012659,591,OK
Marktgasse,87,Marktgasse,51,3012659,592,OK
Marktgasse,88,Marktgasse,53,3012659,593,OK
Marktgasse,89,Marktgasse,55,3012659,594,OK
Marktgasse,90a,Marktgasse,57,3012659,595,Unbekannte Hausnummer
Marktgasse,90b,Marktgasse,57,3012659,596,Unbekannte Hausnummer
Marktgasse,91,Marktgasse,59,3012659,597,OK
Marktgasse,92,Marktgasse,61,3012660,598,OK
Marktgasse,93,Marktgasse,63,3012660,599,OK
Marktgasse,94a,Marktgasse,65,3012660,600,OK
Marktgasse,94a,Käfiggässchen,1,3012660,601,Unbekannte Hausnummer
Käfichgässchen,94b,Käfiggässchen,3,3012660,602,Unbekannte Hausnummer
Käfichgässchen,95,Käfiggässchen,4,3012660,603,Unbekannte Hausnummer
Käfichgässchen,95,Bärenplatz,3,3012660,604,OK
Käfichgässli,96,Käfiggässchen,6,3012660,605,OK
Käfichgässli,97,Bärenplatz,5,3012660,606,OK
Käfichgässli,98,Käfiggässchen,8,3012660,607,OK
Käfichgässli,98,Bärenplatz,7,3012660,608,OK
Käfichgässli,99,Käfiggässchen,10,3012660,609,OK
Käfichgässli,99,Bärenplatz,9,3012660,610,OK
Käfichgässli,100,Käfiggässchen,12,3012660,611,Unbekannte Hausnummer
Käfichgässli,100,Bärenplatz,11,3012660,612,OK
Käfichgässli,101,Käfiggässchen,14,3012660,613,Unbekannte Hausnummer
Käfichgässli,101,Bärenplatz,13,3012660,614,Unbekannte Hausnummer
Käfichgässli,102,Käfiggässchen,16,3012660,615,Unbekannte Hausnummer
Käfichgässli,102,Bärenplatz,15,3012660,616,Unbekannte Hausnummer
Käfichgässli,103,Käfiggässchen,18,3012660,617,Unbekannte Hausnummer
Käfichgässli,103,Bärenplatz,17,3012660,618,Unbekannte Hausnummer
Käfichgässli,104,Käfiggässchen,20,3012660,619,Unbekannte Hausnummer
Käfichgässli,104,Bärenplatz,19,3012660,620,Unbekannte Hausnummer
Käfichgässli,105,Käfiggässchen,22,3012660,621,OK
Käfichgässli,105,Bärenplatz,21,3012660,622,Unbekannte Hausnummer
Käfichgässli,106,Käfiggässchen,24,3012660,623,Unbekannte Hausnummer
Käfichgässli,106,Bärenplatz,23,3012660,624,Unbekannte Hausnummer
Käfichgässli,107,Käfiggässchen,26,3012660,625,OK
Käfichgässli,107,Bärenplatz,25,3012660,626,Unbekannte Hausnummer
Käfichgässli,103,Käfiggässchen,28,3012660,627,Unbekannte Hausnummer
Käfichgässli,103,Bärenplatz,27,3012660,628,OK
Käfichgässli,109,Käfiggässchen,30,3012660,629,OK
Käfichgässli,109,Bärenplatz,29,3012660,630,OK
Käfichgässli,110,Käfiggässchen,32,3012660,631,OK
Käfichgässli,110,Bärenplatz,31,3012660,632,OK
Käfichgässli,111,Käfiggässchen,5,3012660,633,Unbekannte Hausnummer
Amthausgasse,112a,Amthausgasse,30,3012660,634,Unbekannte Hausnummer
Amthausgasse,112b,Amthausgasse,30a,3012660,635,Unbekannte Hausnummer
Amthausgasse,112c,Amthausgasse,30b,3012660,636,Unbekannte Hausnummer
Amthausgasse,112d,Amthausgasse,28,3012660,637,OK
Amthausgasse,113a,Amthausgasse,26,3012660,638,Unbekannte Hausnummer
Amthausgasse,113b,Amthausgasse,24,3012660,639,Unbekannte Hausnummer
Amthausgasse,113c,Amthausgasse,22,3012660,640,OK
Amthausgasse,114,Amthausgasse,20,3012660,641,OK
Amthausgasse,115,Amthausgässchen,5,3012660,642,OK
Amthausgasse,116,Amthausgasse,16,3012660,643,Unbekannte Hausnummer
Amthausgasse,117,Amthausgasse,16,3012660,644,Unbekannte Hausnummer
Amthausgasse,118,Amthausgasse,14,3012660,645,OK
Amthausgasse,119,Amthausgasse,10,3012660,646,OK
Amthausgasse,120,Amthausgasse,8,3012660,647,OK
Amthausgasse,121,Amthausgasse,6,3012660,648,OK
Amthausgasse,122,Amthausgasse,4,3012660,649,OK
Amthausgasse,123a,Theaterplatz,8,3012660,650,OK
Amthausgasse,123b,Amthausgasse,2,3012660,651,OK
Amthausgasse,123b,Theaterplatz,10,3012660,652,Unbekannte Hausnummer
Amthausgasse,124a,Amthausgasse,1,3012660,653,OK
Amthausgasse,124b,Amthausgasse,3,3012660,654,OK
Amthausgasse,125,Amthausgasse,5,3012660,655,OK
Amthausgasse,125,Inselgasse,8a,3012660,656,Unbekannte Hausnummer
Amthausgasse,125,Inselgasse,8b,3012660,657,Unbekannte Hausnummer
Amthausgasse,126,Amthausgasse,7,3012660,658,OK
Amthausgasse,126,Inselgässchen,1,3012660,659,Unbekannte Strasse
Amthausgasse,126d,Amthausgasse,9,3012660,660,Unbekannte Hausnummer
Amthausgasse,126d,Inselgässchen,2,3012660,661,Unbekannte Strasse
Amthausgasse,126e,Amthausgasse,11,3012660,662,Unbekannte Hausnummer
Amthausgasse,126e,Amthausgasse,11a,3012660,663,Unbekannte Hausnummer
Amthausgasse,126b,Inselgässchen,3,3012660,664,Unbekannte Strasse
Amthausgasse,126c,Inselgasse,10,3012660,665,Unbekannte Hausnummer
Amthausgasse,127a,Amthausgasse,13,3012660,666,Unbekannte Hausnummer
Amthausgasse,127b,Amthausgasse,15,3012660,667,OK
Amthausgasse,128a,Amthausgasse,17,3012660,668,Unbekannte Hausnummer
Amthausgasse,128b,Amthausgasse,17a,3012660,669,Unbekannte Hausnummer
Amthausgasse,128c,Amthausgasse,17b,3012660,670,Unbekannte Hausnummer
Amthausgasse,128d,Amthausgasse,17c,3012660,671,Unbekannte Hausnummer
Amthausgasse,129,Amthausgasse,19,3012660,672,Unbekannte Hausnummer
Amthausgasse,129,Amthausgasse,21,3012660,673,OK
Amthausgasse,130a,Amthausgasse,23,3012660,674,Unbekannte Hausnummer
Amthausgasse,130b,Amthausgasse,25,3012660,675,Unbekannte Hausnummer
Amthausgasse,130b,Käfiggässchen,34,3012660,676,Unbekannte Hausnummer
Amthausgasse,130b,Bärenplatz,33,3012660,677,Unbekannte Hausnummer
Bärenplatz,131a,Käfiggässchen,36,3012660,678,Unbekannte Hausnummer
Bärenplatz,131a,Bärenplatz,35,3012660,679,Unbekannte Hausnummer
Bärenplatz,131b,Bärenplatz,37,3012660,680,Unbekannte Hausnummer
Bärenplatz,131b,Inselgasse,15,3012660,681,Unbekannte Hausnummer
Inselgasse,131c,Inselgasse,26,3012660,682,Unbekannte Hausnummer
Inselgasse,131c,Käfiggässchen,9,3012660,683,Unbekannte Hausnummer
Inselgasse,131d,Inselgasse,24,3012660,684,Unbekannte Hausnummer
Inselgasse,132b,Inselgasse,14,3012660,685,Unbekannte Hausnummer
Inselgasse,132b,Inselgässchen,4,3012660,686,Unbekannte Strasse
Inselgasse,132b,Inselgässchen,4a,3012660,687,Unbekannte Strasse
Inselgasse,132,Inselgasse,16,3012660,688,Unbekannte Hausnummer
Inselgasse,133a,Inselgasse,6,3012660,689,Unbekannte Hausnummer
Inselgasse,133b,Inselgasse,4,3012660,690,Unbekannte Hausnummer
Inselgasse,134,Münzgraben,6,3012660,691,OK
Inselgasse,135a,Inselgasse,9,3012660,692,Unbekannte Hausnummer
Inselgasse,135b,Inselgasse,7,3012660,693,Unbekannte Hausnummer
Inselgasse,135c,Inselgasse,5,3012660,694,Unbekannte Hausnummer
Inselgasse,135d,Inselgasse,5a,3012660,695,Unbekannte Hausnummer
Inselgasse,136a,Inselgasse,3,3012660,696,Unbekannte Hausnummer
Inselgasse,136b,Inselgasse,3,3012660,697,Unbekannte Hausnummer
Inselgasse,136c,Inselgasse,3a,3012660,698,Unbekannte Hausnummer
Inselgasse,136d,Inselgasse,3b,3012660,699,Unbekannte Hausnummer
Inselgasse,137a,Münzgraben,8,3012660,700,Unbekannte Hausnummer
Inselgasse,137b,Frickweg,19,3012660,701,Unbekannte Strasse
Inselgasse,137c,Aarstrasse,76,3012660,702,OK
Gerberngraben,138,Münzgraben,13,3012660,703,Unbekannte Hausnummer
Gerberngraben,139,Münzgraben,11,3012660,704,Unbekannte Hausnummer
Gerberngraben,139,Frickweg,28,3012660,705,Unbekannte Strasse
Gerberngraben,140,Münzgraben,9,3012661,706,Unbekannte Hausnummer
Gerberngraben,140,Frickweg,30,3012661,707,Unbekannte Strasse
Gerberngraben,141,Münzgraben,7,3012661,708,Unbekannte Hausnummer
Gerberngraben,141,Frickweg,32,3012661,709,Unbekannte Strasse
Gerberngraben,142a,Münzgraben,5,3012661,710,Unbekannte Hausnummer
Gerberngraben,142b,Frickweg,34,3012661,711,Unbekannte Strasse
Gerberngraben,143,Münzgraben,3,3012661,712,Unbekannte Hausnummer
Gerberngraben,143b,Theaterplatz,13,3012661,713,OK
Gerbernlaube,144,Theaterplatz,6,3012661,714,OK
Gerbernlaube,145,Theaterplatz,4,3012661,715,OK
Kornhausplatz,146,Kornhausplatz,4,3012661,716,Unbekannte Hausnummer
Kornhausplatz,147,Kornhausplatz,6,3012661,717,OK
Kornhausplatz,148,Kornhausplatz,8,3012661,718,OK
Kornhausplatz,149,Kornhausplatz,10,3012661,719,OK
Kornhausplatz,150,Kornhausplatz,12,3012661,720,OK
Kornhausplatz,151,Kornhausplatz,14,3012661,721,OK
Kornhausplatz,152,Kornhausplatz,16,3012661,722,OK
Kornhausplatz,152,Zeughausgasse,1,3012661,723,Unbekannte Hausnummer
Kornhausplatz,153,Kornhausplatz,18,3012661,724,OK
Kornhausplatz,153,Zeughausgasse,2,3012661,725,Unbekannte Hausnummer
Waisenhausplatz,156a,Zeughausgasse,14,3012661,726,OK
Waisenhausplatz,156b,Zeughausgasse,12,3012661,727,OK
Waisenhausplatz,156b,Predigergasse,2,3012661,728,Unbekannte Hausnummer
Waisenhausplatz,156b,Predigergasse,4,3012661,729,OK
Waisenhausplatz,156c,Predigergasse,6,3012661,730,OK
Waisenhausplatz,156c,Predigergasse,8,3012661,731,OK
Waisenhausplatz,156d,Predigergasse,10,3012661,732,OK
Waisenhausplatz,156d,Nägeligasse,1,3012661,733,OK
Waisenhausplatz,156e,Nägeligasse,3,3012661,734,OK
Waisenhausplatz,156f,Nägeligasse,5,3012661,735,OK
Waisenhausplatz,156g,Nägeligasse,13,3012661,736,OK
Waisenhausplatz,156g,Waisenhausplatz,27,3012661,737,Unbekannte Hausnummer
Waisenhausplatz,156h,Nägeligasse,7,3012661,738,OK
Zeughausgasse,157a,Zeughausgasse,16,3012661,739,OK
Zeughausgasse,157b,Zeughausgasse,18,3012661,740,OK
Zeughausgasse,157c,Zeughausgasse,20,3012661,741,OK
Zeughausgasse,157d,Zeughausgasse,22,3012661,742,OK
